Time (s),Actual Linear Velocity (m/s),Actual Angular Velocity (rad/s),Expected Linear Velocity (m/s),Expected Angular Velocity (rad/s)
,,,,
0.1625933647,0,0,,
0.2126483917,0,0,,
0.2625982761,0,0,,
0.3126425743,-0.0005057655702,0.006322069627,,
0.3626048565,0,0,,
0.4126486778,0,0,,
0.4626059532,0,0,,
0.5126531124,0.0005057366573,-0.006321708217,,
0.5626108646,-0.0005066417497,0.006333021871,,
0.6126394272,0,0,,
0.6626172066,0.0005064387276,-0.006330484095,,
0.7126338482,0,0,,
0.7626233101,0,0,,
0.8126506805,0,0,,
0.8626401424,0,0,,
0.9126398563,-0.0005062165566,0.006327706957,,
0.9626328945,0.0005062841532,-0.006328551915,,
1.012783766,-0.0005046907931,0.006308634914,,
1.062640905,0,0,,
1.112658978,0,0,,
1.162643194,0.000506373505,-0.006329668813,,
1.212709665,0,0,,
1.262643099,0,0,,
1.312656879,-0.0005060741799,0.006325927249,,
1.362654209,0.0005062406962,-0.006328008702,,
1.412664652,0,0,,
1.462658644,0,0,,
1.51267004,0,0,,
1.562660456,0,0,,
1.612686872,-0.0005059463505,0.006324329382,,
1.662664652,0.0005064387276,-0.006330484095,,
1.712682247,0,0,,
1.762689829,0,0,,
1.812685251,0,0,,
1.862691164,0,0,,
1.912685156,0,0,,
1.962696791,0,0,,
2.012690544,-0.0005062769099,0.006328461373,,
2.062702179,0.0005060958932,-0.006326198666,,
2.11272049,0.0005060283469,0.006325354336,,
2.162700653,0.04709655493,0.01899054634,,
2.212707758,0.05770015819,0.02530708693,,
2.262691736,0.07139900477,-0.01898909701,,
2.312720537,0.1183858039,0.01264805598,,
2.362697363,0.08305753622,0,,
2.41271472,0.0855204212,-0.0316273747,,
2.462703228,0.1255698481,0,,
2.512725115,0.08601866869,0.01264980422,,
2.562705517,0.08710289038,0.01266030383,,
2.612762213,0.1294439181,-0.02528201525,,
2.662709951,0.08665310803,-0.006334291523,,
2.712726355,0.08501600419,-0.0126511911,,
2.762713194,0.1311438569,-0.006329336721,,
2.812728882,0.0895717139,0.01897705803,,
2.862719536,0.08607241087,0,,
2.912754059,0.08700867349,0,,
2.962737799,0.1316583673,0,,
3.012739182,0.08504154292,0.01265499151,,
3.062733889,0.08657170015,0.01898502196,,
3.112787962,0.1274280331,0.02528333991,,
3.162734509,0.08412139913,0,,
3.212777376,0.1218929867,0.01896675105,,
3.262740374,0.08460028977,-0.01899707106,,
3.312772036,0.08246060925,-0.006323666353,,
3.362745047,0.1240893276,-0.006331088143,,
3.412758827,0.08350223969,-0.006325927249,,
3.462747574,0.08354405692,-0.006329095221,,
3.512808084,0.12538924,0.01264004436,,
3.56579423,0.08072875325,-0.005971061631,,
3.612810612,0.08990236725,-0.02018765732,,
3.662758589,0.1256717439,0,,
3.712795973,0.08548619217,0.006322943208,,
3.762763739,0.08813799798,0,,
3.81283164,0.1289094202,0.01895726767,,
3.862842321,0.08856847023,0.006326319302,,
3.912802696,0.08764442168,-0.006332689428,,
3.962772369,0.1291628253,-0.006331511045,,
4.01280427,0.08751912527,0.006323636219,,
4.062775612,0.08357315454,-0.006331299587,,
4.112823009,0.128456499,0.0252867124,,
4.162782669,0.0835926972,0.006332780091,,
4.212866306,0.08540724402,-0.006317103848,,
4.26279974,0.1267221239,0,,
4.312824488,0.08297796972,-0.01264908075,,
4.362789869,0.1261345328,-0.006332054859,,
4.412824392,0.08144416531,-0.00632330476,,
4.462811947,0.08405238896,0.01265849231,,
4.512833118,0.1275118498,-0.0126499851,,
4.562800884,0.08408567624,-0.02532701091,,
4.612845659,0.08294476319,0,,
4.662805796,0.1291874808,-0.01899815895,,
4.712842464,0.08548741416,-0.01896910078,,
4.762808323,0.08712824337,0.01266398886,,
4.81284523,0.1284834304,0,,
4.862818241,0.08559631169,0.006331088143,,
4.912860632,0.08901813312,-0.01264462118,,
4.962818384,0.1312202132,0.006333021871,,
5.012851477,0.08549352465,0.01897045665,,
5.062823296,0.08559835361,0.006331239173,,
5.112873077,0.1269332493,0.01896413088,,
5.164086819,0.08352261167,0.03088853982,,
5.212917089,0.08656278154,-0.006479250115,,
5.262832165,0.1242333563,-0.006338436546,,
5.312872887,0.08345728313,0.006322521449,,
5.362836838,0.08307893831,-0.0126644723,,
,,,,
0.1197516918,,,0,0
0.2196142673,,,0,0
0.3195860386,,,0,0
0.4198963642,,,0,0
0.5196249485,,,0,0
0.6195943356,,,0,0
0.7195215225,,,0,0
0.8195655346,,,0,0
0.9197149277,,,0,0
1.019737244,,,0,0
1.119560003,,,0,0
1.219738722,,,0,0
1.319837809,,,0,0
1.41960597,,,0,0
1.519536734,,,0,0
1.619612217,,,0,0
1.719568968,,,0,0
1.8195858,,,0,0
1.919614553,,,0,0
2.019562244,,,0.1,0
2.119757652,,,0.1,0
2.219608784,,,0.1,0
2.319557905,,,0.1,0
2.419675112,,,0.1,0
2.519600153,,,0.1,0
2.619727135,,,0.1,0
2.719548702,,,0.1,0
2.819774866,,,0.1,0
2.919743776,,,0.1,0
3.019696474,,,0.1,0
3.119789362,,,0.1,0
3.219800472,,,0.1,0
3.319682598,,,0.1,0
3.419641972,,,0.1,0
3.519835234,,,0.1,0
3.619791508,,,0.1,0
3.719597578,,,0.1,0
3.819615364,,,0.1,0
3.919563532,,,0.1,0
4.01957202,,,0.1,0
4.119563103,,,0.1,0
4.219541073,,,0.1,0
4.319656849,,,0.1,0
