Time (s),Actual Linear Velocity (m/s),Actual Angular Velocity (rad/s),Expected Linear Velocity (m/s),Expected Angular Velocity (rad/s)
4.419525623,,,0.1,0
4.519658804,,,0.1,0
4.619632244,,,0.1,0
4.719604731,,,0.1,0
4.819591045,,,0.1,0
4.919620752,,,0.1,0
5.019615889,,,0.1,0
5.119899273,,,0.1,0
5.219628096,,,0.1,0
5.319658041,,,0.1,0
